rollout/,ep_len_mean,ep_rew_mean,exploration_rate,time/,episodes,fps,time_elapsed,total_timesteps,train/,learning_rate,loss,n_updates,avg_fruit,avg_decayfruit,avg_enemyfruit
,209.0,-9.83,0.02,,5128,143,2559,367911,,0.0005,0.2,91477.0,,,
,213.0,-10.3,0.02,,5132,144,2566,369595,,0.0005,0.304,91898.0,0.0,0.0,0.0
,222.0,-10.4,0.02,,5136,144,2572,371087,,0.0005,0.226,92271.0,,,
,222.0,-10.8,0.02,,5140,144,2575,371457,,0.0005,0.00208,92364.0,,,
,218.0,-10.7,0.02,,5144,144,2579,372280,,0.0005,0.064,92569.0,,,
,216.0,-10.5,0.02,,5148,144,2585,373772,,0.0005,0.241,92942.0,,,
,221.0,-10.1,0.02,,5152,144,2590,374771,,0.0005,0.114,93192.0,,,
,231.0,-8.83,0.02,,5156,144,2596,376241,,0.0005,0.159,93560.0,,,
,232.0,-8.05,0.02,,5160,144,2599,376821,,0.0005,0.164,93705.0,,,
,234.0,-8.46,0.02,,5164,144,2602,377320,,0.0005,0.149,93829.0,,,
,246.0,-7.99,0.02,,5168,145,2610,379185,,0.0005,0.204,94296.0,,,
,240.0,-7.73,0.02,,5172,145,2613,379788,,0.0005,0.0022,94446.0,0.0,0.0,2.0
,251.0,-8.43,0.02,,5176,145,2620,381441,,0.0005,0.179,94860.0,,,
,245.0,-7.97,0.02,,5180,145,2624,382352,,0.0005,0.106,95087.0,,,
,248.0,-8.4,0.02,,5184,145,2629,383407,,0.0005,0.254,95351.0,,,
,242.0,-8.35,0.02,,5188,145,2632,384122,,0.0005,0.365,95530.0,,,
,261.0,-8.33,0.02,,5192,146,2643,386921,,0.0005,0.172,96230.0,,,
,260.0,-7.72,0.02,,5196,146,2646,387529,,0.0005,0.156,96382.0,,,
,255.0,-6.66,0.02,,5200,146,2650,388246,,0.0005,0.0593,96561.0,,,
,241.0,-6.33,0.02,,5204,146,2654,389180,,0.0005,0.00315,96794.0,0.0,0.0,0.0
,251.0,-6.03,0.02,,5208,146,2659,390483,,0.0005,0.00243,97120.0,,,
,256.0,-5.47,0.02,,5212,146,2663,391121,,0.0005,0.1,97280.0,,,
,260.0,-5.71,0.02,,5216,147,2668,392336,,0.0005,0.132,97583.0,,,
,264.0,-5.75,0.02,,5220,147,2673,393314,,0.0005,0.162,97828.0,,,
,266.0,-6.18,0.02,,5224,147,2676,394091,,0.0005,0.235,98022.0,,,
,270.0,-6.21,0.02,,5228,147,2680,394897,,0.0005,0.329,98224.0,,,
,256.0,-5.88,0.02,,5232,147,2682,395188,,0.0005,0.174,98296.0,,,
,257.0,-4.68,0.02,,5236,147,2689,396781,,0.0005,0.153,98695.0,,,
,255.0,-4.66,0.02,,5240,147,2691,396939,,0.0005,0.152,98734.0,,,
,253.0,-4.64,0.02,,5244,147,2694,397585,,0.0005,0.00129,98896.0,,,
,248.0,-3.8,0.02,,5248,147,2698,398602,,0.0005,0.169,99150.0,,,
,247.0,-3.78,0.02,,5252,147,2702,399434,,0.0005,0.244,99358.0,0.0,0.0,0.0
,241.0,-4.32,0.02,,5256,147,2706,400295,,0.0005,0.153,99573.0,,,
,243.0,-3.54,0.02,,5260,147,2710,401098,,0.0005,0.155,99774.0,,,
,243.0,-3.35,0.02,,5264,148,2713,401645,,0.0005,0.0032,99911.0,,,
,231.0,-3.83,0.02,,5268,148,2716,402255,,0.0005,0.121,100063.0,,,
,232.0,-3.84,0.02,,5272,148,2720,402952,,0.0005,0.153,100237.0,,,
,225.0,-3.77,0.02,,5276,148,2724,403907,,0.0005,0.0185,100476.0,,,
,234.0,-3.46,0.02,,5280,148,2732,405751,,0.0005,0.546,100937.0,,,
,233.0,-3.25,0.02,,5284,148,2736,406691,,0.0005,0.345,101172.0,,,
,237.0,-2.69,0.02,,5288,148,2740,407811,,0.0005,0.00187,101452.0,1.0,1.0,4.0
,239.0,-3.51,0.02,,5292,149,2752,410869,,0.0005,0.0748,102217.0,,,
,261.0,-3.12,0.02,,5296,149,2763,413592,,0.0005,0.248,102897.0,,,
,260.0,-3.31,0.02,,5300,149,2766,414233,,0.0005,0.307,103058.0,,,
,257.0,-3.48,0.02,,5304,149,2769,414921,,0.0005,0.154,103230.0,,,
,252.0,-5.03,0.02,,5308,149,2772,415683,,0.0005,0.507,103420.0,,,
,261.0,-5.12,0.02,,5312,150,2779,417216,,0.0005,0.349,103803.0,,,
,258.0,-5.09,0.02,,5316,150,2783,418127,,0.0005,0.102,104031.0,,,
,254.0,-5.46,0.02,,5320,150,2786,418758,,0.0005,0.00107,104189.0,,,
,253.0,-5.05,0.02,,5324,150,2789,419412,,0.0005,0.252,104352.0,0.0,3.0,0.0
,256.0,-4.87,0.02,,5328,150,2794,420473,,0.0005,0.0876,104618.0,,,
,266.0,-5.17,0.02,,5332,150,2799,421828,,0.0005,0.00121,104956.0,,,
,268.0,-6.39,0.02,,5336,150,2806,423614,,0.0005,0.00101,105403.0,,,
,276.0,-6.27,0.02,,5340,151,2811,424525,,0.0005,0.00125,105631.0,,,
,283.0,-7.34,0.02,,5344,151,2816,425912,,0.0005,0.00113,105977.0,,,
,274.0,-8.46,0.02,,5348,151,2818,426024,,0.0005,0.245,106005.0,,,
,271.0,-8.83,0.02,,5352,151,2820,426530,,0.0005,0.155,106132.0,,,
,268.0,-9.2,0.02,,5356,151,2823,427075,,0.0005,0.384,106268.0,,,
,266.0,-10.6,0.02,,5360,151,2826,427680,,0.0005,0.406,106419.0,,,
,270.0,-10.0,0.02,,5364,151,2830,428599,,0.0005,0.163,106649.0,,,
,270.0,-9.82,0.02,,5368,151,2834,429268,,0.0005,0.304,106816.0,,,
,268.0,-10.0,0.02,,5372,151,2836,429744,,0.0005,0.155,106935.0,0.0,0.0,0.0
,272.0,-9.43,0.02,,5376,151,2842,431095,,0.0005,0.153,107273.0,,,
,259.0,-9.9,0.02,,5380,151,2845,431611,,0.0005,0.235,107402.0,,,
,269.0,-9.2,0.02,,5384,151,2852,433589,,0.0005,0.00144,107897.0,,,
,269.0,-9.81,0.02,,5388,152,2857,434744,,0.0005,0.07,108185.0,,,
,245.0,-8.57,0.02,,5392,152,2861,435408,,0.0005,0.068,108351.0,,,
,225.0,-8.77,0.02,,5396,152,2864,436043,,0.0005,0.0678,108510.0,,,
,224.0,-9.57,0.02,,5400,152,2867,436650,,0.0005,0.0842,108662.0,,,
,224.0,-9.77,0.02,,5404,152,2870,437305,,0.0005,0.00231,108826.0,,,
,226.0,-8.59,0.02,,5408,152,2875,438327,,0.0005,0.304,109081.0,,,
,219.0,-8.92,0.02,,5412,152,2879,439069,,0.0005,0.614,109267.0,2.0,0.0,0.0
,223.0,-8.96,0.02,,5416,152,2884,440406,,0.0005,0.102,109601.0,,,
,225.0,-9.18,0.02,,5420,152,2888,441277,,0.0005,0.0184,109819.0,,,
,226.0,-9.19,0.02,,5424,152,2892,442062,,0.0005,0.308,110015.0,,,
,223.0,-8.96,0.02,,5428,152,2896,442804,,0.0005,0.194,110200.0,,,
,216.0,-9.09,0.02,,5432,152,2899,443437,,0.0005,0.153,110359.0,,,
,205.0,-8.58,0.02,,5436,152,2902,444104,,0.0005,0.158,110525.0,,,
,205.0,-8.39,0.02,,5440,153,2907,445023,,0.0005,0.224,110755.0,,,
,201.0,-7.34,0.02,,5444,153,2911,445999,,0.0005,0.00103,110999.0,,,
,207.0,-7.01,0.02,,5448,153,2915,446744,,0.0005,0.106,111185.0,,,
,222.0,-6.35,0.02,,5452,153,2923,448733,,0.0005,0.305,111683.0,,,
,222.0,-5.55,0.02,,5456,153,2926,449282,,0.0005,0.242,111820.0,0.0,0.0,0.0
,228.0,-5.2,0.02,,5460,153,2931,450449,,0.0005,0.000966,112112.0,,,
,237.0,-6.3,0.02,,5464,153,2938,452330,,0.0005,0.156,112582.0,,,
,240.0,-6.33,0.02,,5468,154,2942,453265,,0.0005,0.158,112816.0,,,
,240.0,-6.73,0.02,,5472,154,2945,453785,,0.0005,0.0706,112946.0,,,
,234.0,-6.47,0.02,,5476,154,2949,454531,,0.0005,0.38,113132.0,,,
,233.0,-6.65,0.02,,5480,154,2951,454876,,0.0005,0.0349,113218.0,,,
,220.0,-7.53,0.02,,5484,154,2954,455607,,0.0005,0.168,113401.0,,,
,217.0,-7.3,0.02,,5488,154,2958,456446,,0.0005,0.154,113611.0,,,
,213.0,-7.87,0.02,,5492,154,2960,456747,,0.0005,0.00351,113686.0,,,
,218.0,-8.12,0.02,,5496,154,2965,457878,,0.0005,0.00113,113969.0,,,
,218.0,-7.51,0.02,,5500,154,2968,458459,,0.0005,0.154,114114.0,,,
,225.0,-6.98,0.02,,5504,154,2974,459760,,0.0005,0.00196,114439.0,0.0,0.0,1.0
,222.0,-7.15,0.02,,5508,154,2977,460500,,0.0005,0.0927,114624.0,,,
,227.0,-7.4,0.02,,5512,154,2983,461736,,0.0005,0.189,114933.0,,,
,218.0,-7.31,0.02,,5516,154,2985,462173,,0.0005,0.00104,115043.0,,,
,215.0,-6.28,0.02,,5520,154,2988,462751,,0.0005,0.00328,115187.0,,,
,213.0,-6.47,0.02,,5524,154,2992,463384,,0.0005,0.174,115345.0,,,
,211.0,-6.64,0.02,,5528,154,2995,463893,,0.0005,0.155,115473.0,,,
,210.0,-6.44,0.02,,5532,154,2998,464465,,0.0005,0.154,115616.0,,,
,215.0,-6.08,0.02,,5536,155,3002,465556,,0.0005,0.00754,115888.0,,,
,211.0,-6.45,0.02,,5540,155,3005,466153,,0.0005,0.216,116038.0,,,
,213.0,-5.86,0.02,,5544,155,3010,467342,,0.0005,0.0704,116335.0,,,
,216.0,-5.89,0.02,,5548,155,3015,468303,,0.0005,0.00175,116575.0,,,
,205.0,-5.98,0.02,,5552,155,3019,469185,,0.0005,0.077,116796.0,,,
,205.0,-6.18,0.02,,5556,155,3022,469757,,0.0005,0.00084,116939.0,0.0,0.0,0.0
,201.0,-6.55,0.02,,5560,155,3025,470574,,0.0005,0.321,117143.0,,,
,189.0,-5.62,0.02,,5564,155,3029,471200,,0.0005,0.154,117299.0,,,
,188.0,-5.82,0.02,,5568,155,3032,472061,,0.0005,0.00217,117515.0,,,
,187.0,-5.41,0.02,,5572,155,3035,472527,,0.0005,0.00117,117631.0,,,
,185.0,-5.99,0.02,,5576,155,3038,473067,,0.0005,0.237,117766.0,,,
,185.0,-5.58,0.02,,5580,155,3040,473377,,0.0005,0.00115,117844.0,,,
,183.0,-5.36,0.02,,5584,155,3043,473908,,0.0005,0.304,117976.0,,,
,178.0,-4.51,0.02,,5588,155,3045,474237,,0.0005,0.00183,118059.0,,,
,182.0,-4.16,0.02,,5592,155,3048,474966,,0.0005,0.00215,118241.0,,,
,176.0,-3.89,0.02,,5596,155,3051,475450,,0.0005,0.00143,118362.0,,,
,173.0,-4.27,0.02,,5600,155,3053,475808,,0.0005,0.000927,118451.0,,,
,170.0,-4.43,0.02,,5604,155,3058,476715,,0.0005,0.153,118678.0,,,
,176.0,-4.7,0.02,,5608,156,3064,478129,,0.0005,0.00112,119032.0,0.0,0.0,0.0
,186.0,-3.59,0.02,,5612,156,3072,480348,,0.0005,0.154,119586.0,,,
,185.0,-3.78,0.02,,5616,156,3074,480639,,0.0005,0.00114,119659.0,,,
,187.0,-4.2,0.02,,5620,156,3078,481439,,0.0005,0.0915,119859.0,,,
,189.0,-4.23,0.02,,5624,156,3082,482332,,0.0005,0.302,120082.0,,,
,204.0,-3.97,0.02,,5628,156,3091,484317,,0.0005,0.157,120579.0,,,
,211.0,-4.04,0.02,,5632,156,3096,485579,,0.0005,0.00197,120894.0,,,
,207.0,-4.6,0.02,,5636,156,3099,486262,,0.0005,0.104,121065.0,,,
,212.0,-3.65,0.02,,5640,156,3104,487360,,0.0005,0.0771,121339.0,,,
,204.0,-3.98,0.02,,5644,157,3106,487791,,0.0005,0.00179,121447.0,,,
,206.0,-3.59,0.02,,5648,157,3111,488855,,0.0005,0.00159,121713.0,,,
,201.0,-4.15,0.02,,5652,157,3114,489302,,0.0005,0.285,121825.0,,,
,201.0,-4.55,0.02,,5656,157,3117,489866,,0.0005,0.153,121966.0,0.0,0.0,0.0
,195.0,-4.09,0.02,,5660,157,3118,490074,,0.0005,0.397,122018.0,,,
,199.0,-4.53,0.02,,5664,157,3123,491136,,0.0005,0.151,122283.0,,,
,199.0,-4.32,0.02,,5668,157,3127,491931,,0.0005,0.153,122482.0,,,
,201.0,-4.55,0.02,,5672,157,3130,492650,,0.0005,0.371,122662.0,,,
,206.0,-4.0,0.02,,5676,157,3135,493679,,0.0005,0.00123,122919.0,,,
,209.0,-4.23,0.02,,5680,157,3138,494306,,0.0005,0.425,123076.0,,,
,211.0,-4.64,0.02,,5684,157,3142,495004,,0.0005,0.178,123250.0,,,
,213.0,-5.27,0.02,,5688,157,3145,495550,,0.0005,0.00322,123387.0,,,
,216.0,-5.29,0.02,,5692,157,3149,496533,,0.0005,0.00115,123633.0,,,
,219.0,-5.32,0.02,,5696,157,3153,497316,,0.0005,0.191,123828.0,,,
,225.0,-5.18,0.02,,5700,157,3157,498310,,0.0005,0.00255,124077.0,,,
,221.0,-5.15,0.02,,5704,157,3160,498813,,0.0005,0.096,124203.0,,,
,216.0,-4.7,0.02,,5708,157,3164,499705,,0.0005,0.759,124426.0,,,
,195.0,-5.69,0.02,,5712,157,3166,499820,,0.0005,0.395,124454.0,0.0,0.0,0.0
,197.0,-6.11,0.02,,5716,157,3168,500332,,0.0005,0.233,124582.0,,,
,197.0,-5.91,0.02,,5720,157,3172,501099,,0.0005,0.155,124774.0,,,
,199.0,-5.53,0.02,,5724,158,3177,502187,,0.0005,0.153,125046.0,,,
,182.0,-5.76,0.02,,5728,158,3179,502527,,0.0005,0.154,125131.0,,,
,179.0,-5.54,0.02,,5732,158,3184,503514,,0.0005,0.00148,125378.0,,,
,181.0,-5.35,0.02,,5736,158,3188,504324,,0.0005,0.0218,125580.0,,,
,174.0,-5.69,0.02,,5740,158,3190,504792,,0.0005,0.326,125697.0,,,
,177.0,-6.12,0.02,,5744,158,3194,505524,,0.0005,0.00415,125880.0,,,
,171.0,-6.26,0.02,,5748,158,3196,505955,,0.0005,0.458,125988.0,,,
,172.0,-5.66,0.02,,5752,158,3199,506481,,0.0005,0.238,126120.0,,,
,182.0,-6.76,0.02,,5756,158,3206,508087,,0.0005,0.00236,126521.0,,,
,188.0,-6.62,0.02,,5760,158,3210,508894,,0.0005,0.302,126723.0,,,
,187.0,-6.41,0.02,,5764,158,3214,509835,,0.0005,0.339,126958.0,0.0,0.0,0.0
,183.0,-6.77,0.02,,5768,158,3216,510197,,0.0005,0.153,127049.0,,,
,186.0,-6.61,0.02,,5772,158,3221,511270,,0.0005,0.0973,127317.0,,,
,184.0,-6.98,0.02,,5776,158,3225,512087,,0.0005,0.00168,127521.0,,,
,180.0,-6.95,0.02,,5780,158,3227,512353,,0.0005,0.00288,127588.0,,,
,182.0,-6.57,0.02,,5784,158,3231,513227,,0.0005,0.154,127806.0,,,
,181.0,-6.76,0.02,,5788,158,3233,513669,,0.0005,0.171,127917.0,,,
,183.0,-7.17,0.02,,5792,158,3239,514794,,0.0005,0.00311,128198.0,,,
,183.0,-6.57,0.02,,5796,158,3242,515595,,0.0005,0.135,128398.0,,,
,180.0,-6.34,0.02,,5800,159,3246,516263,,0.0005,0.158,128565.0,,,
,185.0,-6.99,0.02,,5804,159,3250,517347,,0.0005,0.0809,128836.0,,,
,186.0,-6.4,0.02,,5808,159,3255,518294,,0.0005,0.192,129073.0,0.0,0.0,1.0
,202.0,-6.56,0.02,,5812,159,3261,520049,,0.0005,0.166,129512.0,,,
,209.0,-5.22,0.02,,5816,159,3267,521245,,0.0005,0.00153,129811.0,,,
,211.0,-4.84,0.02,,5820,159,3271,522167,,0.0005,0.0619,130041.0,,,
,204.0,-4.57,0.02,,5824,159,3273,522569,,0.0005,0.222,130142.0,,,
,206.0,-5.19,0.02,,5828,159,3276,523108,,0.0005,0.00607,130276.0,,,
,209.0,-4.81,0.02,,5832,159,3282,524368,,0.0005,0.551,130591.0,,,
,204.0,-4.57,0.02,,5836,159,3284,524757,,0.0005,0.356,130689.0,,,
,211.0,-5.04,0.02,,5840,159,3289,525865,,0.0005,0.181,130966.0,,,
,221.0,-5.14,0.02,,5844,160,3296,527612,,0.0005,0.327,131402.0,,,
,221.0,-5.54,0.02,,5848,160,3299,528085,,0.0005,0.203,131521.0,,,
,223.0,-5.35,0.02,,5852,160,3302,528745,,0.0005,0.382,131686.0,,,
,216.0,-4.29,0.02,,5856,160,3307,529644,,0.0005,0.377,131910.0,0.0,0.0,0.0
,214.0,-4.07,0.02,,5860,160,3310,530278,,0.0005,0.152,132069.0,,,
,216.0,-3.49,0.02,,5864,160,3315,531444,,0.0005,0.00185,132360.0,,,
,234.0,-4.07,0.02,,5868,160,3324,533610,,0.0005,0.00114,132902.0,,,
,233.0,-3.86,0.02,,5872,160,3328,534562,,0.0005,0.155,133140.0,,,
,234.0,-3.66,0.02,,5876,160,3332,535441,,0.0005,0.0979,133360.0,,,
,240.0,-3.53,0.02,,5880,160,3336,536370,,0.0005,0.158,133592.0,,,
,241.0,-3.54,0.02,,5884,160,3341,537332,,0.0005,0.342,133832.0,,,
,250.0,-3.22,0.02,,5888,160,3346,538619,,0.0005,0.138,134154.0,,,
,245.0,-3.37,0.02,,5892,160,3349,539246,,0.0005,0.0821,134311.0,,,
,243.0,-4.15,0.02,,5896,161,3352,539859,,0.0005,0.00929,134464.0,0.0,0.0,0.0
,244.0,-3.76,0.02,,5900,161,3356,540619,,0.0005,0.46,134654.0,,,
,242.0,-3.14,0.02,,5904,161,3360,541506,,0.0005,0.167,134876.0,,,
,241.0,-3.14,0.02,,5908,161,3364,542435,,0.0005,0.353,135108.0,,,
,239.0,-2.52,0.02,,5912,161,3371,543946,,0.0005,0.0131,135486.0,,,
,231.0,-3.64,0.02,,5916,161,3373,544337,,0.0005,0.111,135584.0,,,
,229.0,-4.03,0.02,,5920,161,3376,545088,,0.0005,0.458,135771.0,,,
,232.0,-4.45,0.02,,5924,161,3380,545726,,0.0005,0.229,135931.0,,,
,231.0,-4.24,0.02,,5928,161,3382,546168,,0.0005,0.194,136041.0,,,
,225.0,-3.99,0.02,,5932,161,3386,546905,,0.0005,0.0119,136226.0,,,
,224.0,-4.58,0.02,,5936,161,3388,547203,,0.0005,0.00222,136300.0,,,
,224.0,-4.17,0.02,,5940,161,3393,548247,,0.0005,0.154,136561.0,,,
,214.0,-3.68,0.02,,5944,161,3396,549018,,0.0005,0.004,136754.0,,,
,216.0,-3.69,0.02,,5948,161,3399,549637,,0.0005,0.00739,136909.0,0.0,2.0,2.0
,224.0,-4.98,0.02,,5952,161,3406,551164,,0.0005,0.0862,137290.0,,,
,224.0,-3.77,0.02,,5956,161,3409,552002,,0.0005,0.0534,137500.0,,,
,230.0,-3.43,0.02,,5960,161,3415,553229,,0.0005,0.169,137807.0,,,
,220.0,-4.53,0.02,,5964,161,3416,553439,,0.0005,0.305,137859.0,,,
,202.0,-2.96,0.02,,5968,161,3419,553847,,0.0005,0.456,137961.0,,,
,198.0,-2.92,0.02,,5972,161,3422,554387,,0.0005,0.0474,138096.0,,,
,196.0,-3.3,0.02,,5976,162,3425,555048,,0.0005,0.157,138261.0,,,
,190.0,-3.44,0.02,,5980,162,3427,555399,,0.0005,0.00114,138349.0,,,
,192.0,-3.86,0.02,,5984,162,3432,556533,,0.0005,0.0334,138633.0,,,
,186.0,-4.6,0.02,,5988,162,3435,557259,,0.0005,0.0902,138814.0,,,
,187.0,-4.01,0.02,,5992,162,3439,557961,,0.0005,0.39,138990.0,,,
,194.0,-3.28,0.02,,5996,162,3444,559279,,0.0005,0.421,139319.0,1.0,0.0,2.0
,205.0,-4.18,0.02,,6000,162,3452,561099,,0.0005,0.0967,139774.0,,,
,202.0,-3.96,0.02,,6004,162,3455,561735,,0.0005,0.317,139933.0,,,
,202.0,-4.16,0.02,,6008,162,3459,562659,,0.0005,0.477,140164.0,,,
,200.0,-4.73,0.02,,6012,162,3465,563909,,0.0005,0.198,140477.0,,,
,202.0,-4.75,0.02,,6016,162,3468,564561,,0.0005,0.306,140640.0,,,
,221.0,-4.74,0.02,,6020,163,3479,567204,,0.0005,0.454,141300.0,,,
,221.0,-5.14,0.02,,6024,163,3482,567784,,0.0005,0.608,141445.0,,,
,224.0,-4.77,0.02,,6028,163,3486,568561,,0.0005,0.0967,141640.0,,,
,229.0,-5.22,0.02,,6032,163,3491,569814,,0.0005,0.152,141953.0,1.0,0.0,0.0
,240.0,-4.93,0.02,,6036,163,3497,571193,,0.0005,0.205,142298.0,,,
,244.0,-4.77,0.02,,6040,163,3503,572690,,0.0005,0.00133,142672.0,,,
,241.0,-4.54,0.02,,6044,163,3505,573114,,0.0005,0.249,142778.0,,,
,243.0,-4.16,0.02,,6048,163,3509,573963,,0.0005,0.00129,142990.0,,,
,233.0,-2.86,0.02,,6052,163,3512,574471,,0.0005,0.459,143117.0,,,
,235.0,-3.68,0.02,,6056,163,3517,575509,,0.0005,0.534,143377.0,,,
,235.0,-4.88,0.02,,6060,163,3522,576730,,0.0005,0.305,143682.0,,,
,244.0,-3.37,0.02,,6064,163,3527,577852,,0.0005,0.0868,143962.0,,,
,251.0,-3.83,0.02,,6068,163,3532,578938,,0.0005,0.153,144234.0,,,
,252.0,-3.04,0.02,,6072,163,3535,579601,,0.0005,0.0254,144400.0,0.0,0.0,0.0
,256.0,-3.28,0.02,,6076,164,3540,580662,,0.0005,0.0138,144665.0,,,
,261.0,-2.93,0.02,,6080,164,3544,581530,,0.0005,0.32,144882.0,,,
,264.0,-2.96,0.02,,6084,164,3550,582948,,0.0005,0.456,145236.0,,,
,284.0,-2.55,0.02,,6088,164,3560,585633,,0.0005,0.16,145908.0,,,
,281.0,-2.73,0.02,,6092,164,3563,586060,,0.0005,0.154,146014.0,,,
,280.0,-4.12,0.02,,6096,164,3568,587300,,0.0005,0.152,146324.0,,,
,270.0,-2.21,0.02,,6100,164,3571,588050,,0.0005,0.187,146512.0,,,
,270.0,-2.42,0.02,,6104,164,3575,588717,,0.0005,0.411,146679.0,,,
,268.0,-2.8,0.02,,6108,164,3578,589427,,0.0005,0.172,146856.0,,,
,260.0,-2.52,0.02,,6112,164,3581,589877,,0.0005,0.154,146969.0,0.0,0.0,0.0
,264.0,-2.17,0.02,,6116,164,3586,591009,,0.0005,0.0329,147252.0,,,
,242.0,-2.35,0.02,,6120,164,3589,591419,,0.0005,0.00261,147354.0,,,
,244.0,-2.37,0.02,,6124,164,3593,592221,,0.0005,0.245,147555.0,,,
,242.0,-1.75,0.02,,6128,164,3596,592772,,0.0005,0.165,147692.0,,,
,237.0,-2.1,0.02,,6132,164,3599,593521,,0.0005,0.0988,147880.0,,,
,237.0,-2.7,0.02,,6136,164,3605,594849,,0.0005,0.154,148212.0,,,
,225.0,-3.39,0.02,,6140,164,3607,595224,,0.0005,0.00935,148305.0,,,
,229.0,-4.02,0.02,,6144,165,3611,595975,,0.0005,0.00248,148493.0,,,
,229.0,-4.22,0.02,,6148,165,3615,596855,,0.0005,0.395,148713.0,,,
,233.0,-4.87,0.02,,6152,165,3619,597804,,0.0005,0.0016,148950.0,,,
,227.0,-5.01,0.02,,6156,165,3622,598227,,0.0005,0.154,149056.0,,,
,222.0,-4.56,0.02,,6160,165,3625,598935,,0.0005,0.0793,149233.0,,,
,221.0,-5.55,0.02,,6164,165,3630,599915,,0.0005,0.2,149478.0,0.0,0.0,0.0
,214.0,-6.09,0.02,,6168,165,3632,600367,,0.0005,0.305,149591.0,,,
,217.0,-6.71,0.02,,6172,165,3637,601272,,0.0005,0.0707,149817.0,,,
,213.0,-5.87,0.02,,6176,165,3640,601977,,0.0005,0.0688,149994.0,,,
,219.0,-5.53,0.02,,6180,165,3646,603400,,0.0005,0.305,150349.0,,,
,210.0,-5.24,0.02,,6184,165,3649,603959,,0.0005,0.247,150489.0,,,
,199.0,-4.73,0.02,,6188,165,3656,605534,,0.0005,0.0942,150883.0,,,
,205.0,-3.59,0.02,,6192,165,3660,606567,,0.0005,0.224,151141.0,,,
,201.0,-1.75,0.02,,6196,165,3664,607351,,0.0005,0.157,151337.0,,,
,206.0,-2.8,0.02,,6200,165,3670,608697,,0.0005,0.0874,151674.0,,,
,208.0,-2.22,0.02,,6204,165,3674,609528,,0.0005,0.162,151881.0,0.0,0.0,0.0
,216.0,-1.29,0.02,,6208,166,3680,610981,,0.0005,0.00508,152245.0,,,
,215.0,-1.49,0.02,,6212,166,3682,611396,,0.0005,0.303,152348.0,,,
,206.0,-1.6,0.02,,6216,166,3684,611656,,0.0005,0.242,152413.0,,,
,211.0,-1.84,0.02,,6220,166,3688,612537,,0.0005,0.00143,152634.0,,,
,214.0,-1.67,0.02,,6224,166,3693,613644,,0.0005,0.00246,152910.0,,,
,215.0,-2.08,0.02,,6228,166,3696,614239,,0.0005,0.219,153059.0,,,
,216.0,-2.09,0.02,,6232,166,3700,615108,,0.0005,0.0545,153276.0,,,
,206.0,-1.59,0.02,,6236,166,3702,615480,,0.0005,0.0237,153369.0,,,
,209.0,-1.62,0.02,,6240,166,3705,616131,,0.0005,0.211,153532.0,,,
,205.0,-1.38,0.02,,6244,166,3708,616511,,0.0005,0.0322,153627.0,,,
,210.0,-1.62,0.02,,6248,166,3714,617824,,0.0005,0.0124,153955.0,,,
,204.0,-0.968,0.02,,6252,166,3716,618217,,0.0005,0.301,154054.0,,,
,208.0,-1.01,0.02,,6256,166,3720,619067,,0.0005,0.0756,154266.0,,,
,209.0,-0.814,0.02,,6260,166,3724,619840,,0.0005,0.195,154459.0,0.0,0.0,1.0
,208.0,-1.4,0.02,,6264,166,3727,620669,,0.0005,0.299,154667.0,,,
,207.0,-1.19,0.02,,6268,166,3730,621038,,0.0005,0.0275,154759.0,,,
,202.0,-1.15,0.02,,6272,166,3732,621512,,0.0005,0.327,154877.0,,,
,200.0,-1.12,0.02,,6276,166,3735,621932,,0.0005,0.246,154982.0,,,
,193.0,-2.46,0.02,,6280,166,3738,622738,,0.0005,0.294,155184.0,,,
,189.0,-2.42,0.02,,6284,166,3740,622863,,0.0005,0.154,155215.0,,,
,181.0,-2.74,0.02,,6288,166,3743,623611,,0.0005,0.394,155402.0,,,
,180.0,-4.53,0.02,,6292,166,3747,624517,,0.0005,0.229,155629.0,,,
,178.0,-5.51,0.02,,6296,166,3750,625146,,0.0005,0.251,155786.0,,,
,167.0,-6.21,0.02,,6300,166,3752,625409,,0.0005,0.232,155852.0,,,
,167.0,-7.01,0.02,,6304,166,3756,626259,,0.0005,0.37,156064.0,,,
,164.0,-8.18,0.02,,6308,166,3761,627369,,0.0005,0.153,156342.0,,,
,165.0,-7.79,0.02,,6312,166,3764,627913,,0.0005,0.149,156478.0,,,
,166.0,-7.59,0.02,,6316,166,3766,628208,,0.0005,0.604,156551.0,,,
,165.0,-6.79,0.02,,6320,166,3770,629036,,0.0005,0.00169,156758.0,,,
,160.0,-5.94,0.02,,6324,166,3773,629637,,0.0005,0.154,156909.0,0.0,0.0,1.0
,163.0,-5.97,0.02,,6328,166,3777,630583,,0.0005,0.0321,157145.0,,,
,164.0,-5.38,0.02,,6332,166,3782,631549,,0.0005,0.175,157387.0,,,
,172.0,-5.06,0.02,,6336,167,3787,632715,,0.0005,0.228,157678.0,,,
,171.0,-4.45,0.02,,6340,167,3789,633249,,0.0005,0.106,157812.0,,,
,184.0,-4.98,0.02,,6344,167,3796,634921,,0.0005,0.0012,158230.0,,,
,176.0,-4.9,0.02,,6348,167,3799,635444,,0.0005,0.139,158360.0,,,
,176.0,-5.9,0.02,,6352,167,3802,635863,,0.0005,0.0881,158465.0,,,
