rollout/,ep_len_mean,ep_rew_mean,exploration_rate,time/,episodes,fps,time_elapsed,total_timesteps,train/,learning_rate,loss,n_updates,avg_fruit,avg_decayfruit,avg_enemyfruit
,34.6,-13.1,0.397,,2624,74,821,61482,,0.0005,0.498,14870.0,,,
,34.1,-13.1,0.397,,2628,74,822,61569,,0.0005,0.581,14892.0,,,
,33.4,-13.1,0.396,,2632,74,823,61661,,0.0005,0.416,14915.0,,,
,32.5,-13.3,0.395,,2636,74,824,61689,,0.0005,0.493,14922.0,,,
,31.4,-13.5,0.394,,2640,74,825,61794,,0.0005,0.275,14948.0,,,
,31.4,-13.3,0.394,,2644,74,827,61872,,0.0005,0.417,14967.0,,,
,29.5,-13.1,0.393,,2648,74,828,61904,,0.0005,0.185,14975.0,,,
,27.8,-12.7,0.393,,2652,74,829,61948,,0.0005,0.273,14986.0,,,
,28.4,-12.5,0.392,,2656,74,830,62056,,0.0005,0.837,15013.0,,,
,27.5,-12.7,0.39,,2660,74,831,62202,,0.0005,0.209,15050.0,,,
,27.8,-12.9,0.389,,2664,74,833,62361,,0.0005,0.61,15090.0,,,
,28.3,-12.9,0.388,,2668,74,834,62475,,0.0005,0.361,15118.0,,,
,28.1,-12.9,0.387,,2672,74,835,62554,,0.0005,0.28,15138.0,,,
,26.9,-13.1,0.386,,2676,74,837,62647,,0.0005,0.336,15161.0,,,
,26.4,-12.8,0.386,,2680,74,838,62702,,0.0005,0.502,15175.0,,,
,25.6,-12.6,0.384,,2684,74,839,62847,,0.0005,0.469,15211.0,,,
,25.2,-12.2,0.383,,2688,74,840,62932,,0.0005,0.857,15232.0,,,
,25.3,-12.4,0.382,,2692,74,842,63031,,0.0005,0.463,15257.0,,,
,25.5,-12.2,0.381,,2696,74,843,63183,,0.0005,0.162,15295.0,,,
,25.4,-12.2,0.38,,2700,74,844,63286,,0.0005,0.452,15321.0,,,
,25.2,-12.4,0.379,,2704,74,846,63367,,0.0005,0.722,15341.0,,,
,24.6,-12.6,0.378,,2708,74,847,63440,,0.0005,0.494,15359.0,,,
,24.6,-12.4,0.377,,2712,74,848,63535,,0.0005,0.474,15383.0,,,
,23.8,-12.2,0.377,,2716,74,849,63615,,0.0005,0.562,15403.0,,,
,22.8,-12.2,0.376,,2720,74,850,63677,,0.0005,0.231,15419.0,,,
,22.2,-12.2,0.376,,2724,74,851,63704,,0.0005,0.522,15425.0,,,
,21.9,-12.2,0.375,,2728,74,853,63760,,0.0005,0.591,15439.0,,,
,21.8,-12.2,0.374,,2732,74,854,63840,,0.0005,0.476,15459.0,,,
,22.4,-12.4,0.374,,2736,74,855,63926,,0.0005,0.24,15481.0,,,
,22.3,-12.4,0.373,,2740,74,856,64024,,0.0005,0.781,15505.0,,,
,23.1,-12.2,0.371,,2744,74,858,64181,,0.0005,0.248,15545.0,,,
,24.0,-12.4,0.37,,2748,74,859,64306,,0.0005,0.152,15576.0,,,
,25.1,-12.6,0.368,,2752,74,861,64457,,0.0005,0.55,15614.0,,,
,24.8,-12.6,0.368,,2756,74,862,64537,,0.0005,0.264,15634.0,,,
,23.8,-12.6,0.367,,2760,74,863,64580,,0.0005,0.672,15644.0,,,
,23.1,-12.8,0.366,,2764,74,864,64676,,0.0005,0.736,15668.0,,,
,22.9,-12.6,0.365,,2768,74,866,64766,,0.0005,0.52,15691.0,,,
,23.0,-12.4,0.364,,2772,74,867,64853,,0.0005,0.321,15713.0,,,
,23.2,-12.2,0.363,,2776,74,868,64967,,0.0005,0.311,15741.0,,,
,23.9,-12.0,0.362,,2780,74,870,65093,,0.0005,0.333,15773.0,,,
,23.8,-12.0,0.361,,2784,74,871,65225,,0.0005,0.314,15806.0,,,
,23.9,-12.2,0.36,,2788,74,872,65318,,0.0005,0.616,15829.0,,,
,23.6,-12.0,0.359,,2792,74,873,65386,,0.0005,0.479,15846.0,,,
,23.0,-12.2,0.358,,2796,74,875,65484,,0.0005,0.454,15870.0,,,
,23.0,-12.2,0.357,,2800,74,876,65582,,0.0005,0.677,15895.0,,,
,23.1,-12.0,0.356,,2804,74,877,65674,,0.0005,0.203,15918.0,,,
,23.5,-11.8,0.355,,2808,74,879,65791,,0.0005,0.524,15947.0,,,
,23.6,-12.2,0.354,,2812,74,880,65895,,0.0005,0.394,15973.0,,,
,24.8,-12.2,0.352,,2816,74,882,66096,,0.0005,0.304,16023.0,,,
,26.1,-12.4,0.35,,2820,75,883,66288,,0.0005,0.308,16071.0,,,
,27.3,-12.5,0.349,,2824,75,885,66435,,0.0005,0.356,16108.0,,,
,27.8,-12.7,0.348,,2828,75,886,66536,,0.0005,0.734,16133.0,,,
,27.9,-12.5,0.347,,2832,75,887,66634,,0.0005,0.213,16158.0,,,
,28.6,-12.1,0.346,,2836,75,889,66782,,0.0005,0.315,16195.0,,,
,28.3,-11.9,0.345,,2840,75,890,66858,,0.0005,0.283,16214.0,,,
,28.5,-12.3,0.343,,2844,75,891,67032,,0.0005,0.709,16257.0,,,
,27.9,-12.3,0.342,,2848,75,892,67097,,0.0005,0.519,16274.0,,,
,27.8,-12.1,0.341,,2852,75,894,67237,,0.0005,0.447,16309.0,,,
,27.9,-11.9,0.34,,2856,75,895,67331,,0.0005,0.191,16332.0,,,
,28.6,-11.7,0.339,,2860,75,896,67444,,0.0005,0.581,16360.0,,,
,29.5,-11.7,0.337,,2864,75,898,67627,,0.0005,0.23,16406.0,,,
,30.1,-11.9,0.336,,2868,75,899,67777,,0.0005,0.519,16444.0,,,
,31.1,-12.1,0.334,,2872,75,901,67964,,0.0005,0.502,16490.0,,,
,32.2,-11.9,0.332,,2876,75,903,68184,,0.0005,0.335,16545.0,,,
,31.6,-12.1,0.331,,2880,75,904,68253,,0.0005,0.136,16563.0,,,
,30.8,-11.9,0.331,,2884,75,905,68307,,0.0005,0.471,16576.0,,,
,30.6,-11.9,0.33,,2888,75,906,68382,,0.0005,0.347,16595.0,,,
,30.6,-11.9,0.329,,2892,75,907,68451,,0.0005,0.159,16612.0,,,
,31.8,-12.1,0.327,,2896,75,909,68662,,0.0005,0.417,16665.0,,,
,31.8,-11.7,0.326,,2900,75,910,68765,,0.0005,0.956,16691.0,,,
,32.1,-11.5,0.325,,2904,75,912,68884,,0.0005,0.691,16720.0,,,
,32.1,-11.3,0.324,,2908,75,913,69000,,0.0005,0.264,16749.0,,,
,31.8,-11.3,0.323,,2912,75,914,69079,,0.0005,0.241,16769.0,,,
,30.8,-11.1,0.322,,2916,75,916,69177,,0.0005,0.0968,16794.0,,,
,30.0,-10.7,0.321,,2920,75,917,69285,,0.0005,0.269,16821.0,,,
,29.6,-10.7,0.32,,2924,75,918,69390,,0.0005,0.0631,16847.0,,,
,29.4,-10.5,0.319,,2928,75,920,69480,,0.0005,0.259,16869.0,,,
,29.6,-10.9,0.318,,2932,75,921,69596,,0.0005,0.733,16898.0,,,
,29.5,-11.1,0.317,,2936,75,922,69734,,0.0005,0.884,16933.0,,,
,29.9,-11.3,0.316,,2940,75,924,69846,,0.0005,0.565,16961.0,0.0,0.0,0.0
,29.7,-11.1,0.314,,2944,75,925,70002,,0.0005,0.614,17000.0,,,
,30.8,-10.9,0.312,,2948,75,927,70178,,0.0005,0.132,17044.0,,,
,30.3,-11.1,0.311,,2952,75,928,70270,,0.0005,0.178,17067.0,,,
,30.3,-11.3,0.31,,2956,75,929,70363,,0.0005,0.306,17090.0,,,
,30.5,-11.3,0.309,,2960,75,931,70496,,0.0005,0.211,17123.0,,,
,30.1,-11.7,0.308,,2964,75,932,70634,,0.0005,0.332,17158.0,,,
,30.3,-11.9,0.306,,2968,75,934,70804,,0.0005,0.421,17200.0,,,
,30.0,-11.9,0.305,,2972,75,935,70961,,0.0005,0.375,17240.0,,,
,29.8,-11.5,0.303,,2976,75,937,71161,,0.0005,0.476,17290.0,,,
,30.0,-11.5,0.302,,2980,75,938,71251,,0.0005,0.41,17312.0,,,
,31.2,-11.7,0.3,,2984,75,940,71431,,0.0005,0.654,17357.0,,,
,33.5,-11.7,0.297,,2988,76,942,71727,,0.0005,0.231,17431.0,,,
,35.7,-11.7,0.294,,2992,76,944,72021,,0.0005,0.361,17505.0,,,
,33.9,-11.5,0.294,,2996,76,945,72054,,0.0005,0.499,17513.0,,,
,33.7,-11.9,0.293,,3000,76,946,72135,,0.0005,0.682,17533.0,,,
,34.0,-12.1,0.292,,3004,76,947,72282,,0.0005,0.328,17570.0,,,
,33.9,-12.3,0.291,,3008,76,949,72388,,0.0005,0.328,17596.0,,,
,34.0,-12.1,0.29,,3012,76,950,72481,,0.0005,0.304,17620.0,,,
,34.0,-12.3,0.289,,3016,76,951,72574,,0.0005,0.807,17643.0,,,
,34.0,-12.5,0.288,,3020,76,952,72681,,0.0005,0.23,17670.0,,,
,34.8,-12.7,0.286,,3024,76,954,72867,,0.0005,0.503,17716.0,,,
,35.0,-12.7,0.285,,3028,76,955,72978,,0.0005,0.238,17744.0,,,
,35.8,-12.5,0.283,,3032,76,957,73180,,0.0005,0.495,17794.0,,,
,35.2,-12.5,0.282,,3036,76,958,73251,,0.0005,1.0,17812.0,,,
,35.6,-12.1,0.281,,3040,76,960,73411,,0.0005,0.568,17852.0,,,
,35.0,-12.1,0.28,,3044,76,961,73503,,0.0005,0.516,17875.0,,,
,35.0,-12.3,0.278,,3048,76,962,73682,,0.0005,0.441,17920.0,,,
,35.6,-12.3,0.277,,3052,76,964,73826,,0.0005,0.263,17956.0,,,
,35.1,-12.3,0.276,,3056,76,965,73875,,0.0005,0.287,17968.0,,,
,35.7,-12.3,0.274,,3060,76,966,74069,,0.0005,0.462,18017.0,,,
,35.8,-11.9,0.273,,3064,76,968,74213,,0.0005,0.631,18053.0,,,
,35.2,-11.7,0.272,,3068,76,969,74320,,0.0005,0.115,18079.0,,,
,34.5,-11.5,0.271,,3072,76,970,74406,,0.0005,0.472,18101.0,,,
,33.9,-12.1,0.269,,3076,76,972,74550,,0.0005,0.572,18137.0,,,
,35.3,-12.1,0.267,,3080,76,974,74784,,0.0005,0.869,18195.0,,,
,34.6,-11.9,0.266,,3084,76,975,74890,,0.0005,0.655,18222.0,,,
,32.7,-11.9,0.265,,3088,76,976,74998,,0.0005,0.0811,18249.0,,,
,30.9,-11.7,0.264,,3092,76,978,75116,,0.0005,0.333,18278.0,,,
,31.4,-11.7,0.263,,3096,76,979,75194,,0.0005,0.398,18298.0,,,
,32.7,-11.5,0.261,,3100,76,980,75406,,0.0005,0.698,18351.0,,,
,31.9,-11.5,0.26,,3104,76,982,75475,,0.0005,0.527,18368.0,,,
,32.2,-11.7,0.259,,3108,76,983,75605,,0.0005,0.146,18401.0,,,
,32.9,-11.9,0.257,,3112,76,984,75771,,0.0005,0.65,18442.0,,,
,33.1,-11.7,0.256,,3116,76,986,75884,,0.0005,0.42,18470.0,,,
,33.6,-11.9,0.255,,3120,76,987,76045,,0.0005,0.663,18511.0,,,
,33.5,-11.5,0.253,,3124,77,989,76219,,0.0005,0.278,18554.0,,,
,33.1,-11.5,0.252,,3128,77,990,76287,,0.0005,0.346,18571.0,,,
,33.4,-11.3,0.25,,3132,77,992,76520,,0.0005,0.744,18629.0,,,
,34.1,-11.3,0.249,,3136,77,993,76660,,0.0005,0.39,18664.0,,,
,33.0,-11.7,0.248,,3140,77,994,76707,,0.0005,0.431,18676.0,,,
,33.5,-11.5,0.247,,3144,77,996,76855,,0.0005,0.307,18713.0,,,
,32.2,-11.5,0.246,,3148,77,997,76906,,0.0005,0.167,18726.0,,,
,31.9,-11.5,0.245,,3152,77,998,77021,,0.0005,0.354,18755.0,,,
,32.9,-11.5,0.244,,3156,77,1000,77167,,0.0005,0.611,18791.0,,,
,33.4,-11.1,0.241,,3160,77,1002,77406,,0.0005,0.305,18851.0,,,
,33.6,-10.7,0.24,,3164,77,1003,77573,,0.0005,0.0224,18893.0,,,
,34.1,-10.3,0.238,,3168,77,1005,77729,,0.0005,0.526,18932.0,,,
,34.1,-10.3,0.237,,3172,77,1006,77814,,0.0005,0.263,18953.0,,,
,34.4,-10.3,0.236,,3176,77,1007,77990,,0.0005,0.156,18997.0,,,
,33.8,-10.3,0.234,,3180,77,1009,78161,,0.0005,0.387,19040.0,,,
,34.0,-10.5,0.233,,3184,77,1010,78289,,0.0005,0.523,19072.0,,,
,35.2,-10.5,0.23,,3188,77,1012,78521,,0.0005,0.684,19130.0,,,
,35.9,-10.7,0.229,,3192,77,1014,78705,,0.0005,0.572,19176.0,,,
,36.2,-10.7,0.228,,3196,77,1015,78819,,0.0005,0.176,19204.0,,,
,35.8,-10.9,0.226,,3200,77,1017,78985,,0.0005,0.661,19246.0,,,
,37.1,-10.6,0.224,,3204,77,1018,79186,,0.0005,0.367,19296.0,,,
,36.6,-10.4,0.223,,3208,77,1020,79267,,0.0005,0.576,19316.0,,,
,37.0,-10.4,0.221,,3212,77,1021,79472,,0.0005,0.16,19367.0,,,
,36.8,-10.6,0.22,,3216,77,1023,79562,,0.0005,0.698,19390.0,,,
,36.4,-10.1,0.219,,3220,77,1024,79686,,0.0005,0.53,19421.0,0.0,0.0,1.0
,39.5,-10.6,0.214,,3224,78,1027,80167,,0.0005,0.369,19541.0,,,
,40.9,-10.4,0.212,,3228,78,1028,80375,,0.0005,0.407,19593.0,,,
,41.2,-10.6,0.21,,3232,78,1030,80638,,0.0005,0.469,19659.0,,,
,41.4,-10.6,0.208,,3236,78,1032,80801,,0.0005,0.158,19700.0,,,
,44.0,-10.6,0.205,,3240,78,1034,81112,,0.0005,0.186,19777.0,,,
,46.1,-10.6,0.202,,3244,78,1036,81464,,0.0005,0.166,19865.0,,,
,48.3,-10.9,0.199,,3248,78,1038,81737,,0.0005,0.56,19934.0,,,
,49.0,-11.1,0.197,,3252,78,1039,81920,,0.0005,0.113,19979.0,,,
,49.0,-10.9,0.196,,3256,78,1041,82064,,0.0005,0.284,20015.0,,,
,48.7,-10.9,0.194,,3260,78,1043,82276,,0.0005,0.536,20068.0,,,
,51.5,-11.1,0.189,,3264,79,1045,82728,,0.0005,0.686,20181.0,,,
,51.0,-11.5,0.188,,3268,79,1046,82827,,0.0005,0.494,20206.0,,,
,53.3,-11.5,0.185,,3272,79,1049,83141,,0.0005,0.185,20285.0,,,
,53.1,-11.9,0.184,,3276,79,1050,83305,,0.0005,0.394,20326.0,,,
,53.9,-11.9,0.181,,3280,79,1052,83554,,0.0005,0.338,20388.0,,,
,53.3,-11.9,0.18,,3284,79,1053,83623,,0.0005,0.637,20405.0,,,
,55.2,-11.9,0.176,,3288,79,1056,84037,,0.0005,0.614,20509.0,,,
,54.7,-11.9,0.175,,3292,79,1057,84177,,0.0005,0.276,20544.0,,,
,55.5,-11.9,0.173,,3296,79,1059,84372,,0.0005,0.474,20592.0,,,
,55.6,-11.5,0.171,,3300,79,1060,84543,,0.0005,0.306,20635.0,,,
,55.2,-11.5,0.17,,3304,79,1062,84703,,0.0005,0.389,20675.0,,,
,55.9,-11.1,0.168,,3308,79,1063,84854,,0.0005,0.0707,20713.0,,,
,55.9,-10.9,0.166,,3312,79,1065,85064,,0.0005,0.284,20765.0,,,
,55.8,-10.7,0.166,,3316,79,1066,85141,,0.0005,0.539,20785.0,,,
,56.8,-11.1,0.163,,3320,79,1068,85364,,0.0005,0.529,20840.0,,,
,53.2,-10.9,0.162,,3324,79,1069,85486,,0.0005,0.576,20871.0,,,
,52.4,-11.1,0.161,,3328,79,1071,85611,,0.0005,0.251,20902.0,,,
,51.2,-11.1,0.16,,3332,79,1072,85754,,0.0005,0.482,20938.0,,,
,50.3,-10.9,0.159,,3336,79,1074,85827,,0.0005,0.449,20956.0,,,
,48.8,-10.7,0.157,,3340,79,1075,85990,,0.0005,0.553,20997.0,,,
,47.6,-10.5,0.155,,3344,80,1077,86221,,0.0005,0.169,21055.0,,,
,47.7,-10.5,0.152,,3348,80,1079,86505,,0.0005,0.284,21126.0,,,
,47.0,-10.3,0.151,,3352,80,1080,86624,,0.0005,0.538,21155.0,,,
,47.7,-10.5,0.149,,3356,80,1082,86835,,0.0005,0.286,21208.0,,,
,47.5,-11.3,0.147,,3360,80,1083,87021,,0.0005,0.828,21255.0,,,
,44.9,-11.2,0.145,,3364,80,1085,87215,,0.0005,0.414,21303.0,,,
,45.4,-11.0,0.144,,3368,80,1086,87370,,0.0005,0.29,21342.0,,,
,44.9,-11.0,0.141,,3372,80,1088,87629,,0.0005,0.0521,21407.0,,,
,44.7,-10.6,0.14,,3376,80,1090,87779,,0.0005,0.649,21444.0,,,
,44.1,-10.4,0.138,,3380,80,1092,87965,,0.0005,0.243,21491.0,,,
,47.2,-10.5,0.134,,3384,80,1094,88339,,0.0005,0.501,21584.0,,,
,44.1,-10.4,0.133,,3388,80,1095,88447,,0.0005,0.939,21611.0,,,
,43.8,-10.4,0.132,,3392,80,1097,88556,,0.0005,0.623,21638.0,,,
,44.4,-10.6,0.13,,3396,80,1099,88807,,0.0005,0.563,21701.0,,,
,45.9,-10.8,0.127,,3400,80,1101,89129,,0.0005,0.599,21782.0,,,
,46.7,-11.4,0.124,,3404,80,1103,89372,,0.0005,0.148,21842.0,,,
,46.9,-12.2,0.123,,3408,81,1105,89539,,0.0005,0.646,21884.0,,,
,45.9,-12.2,0.121,,3412,81,1106,89657,,0.0005,0.536,21914.0,,,
,47.1,-12.7,0.119,,3416,81,1108,89849,,0.0005,0.41,21962.0,0.0,0.0,0.0
,47.7,-12.5,0.117,,3420,81,1110,90136,,0.0005,0.0324,22033.0,,,
,47.7,-12.5,0.115,,3424,81,1111,90256,,0.0005,0.17,22063.0,,,
,47.4,-12.5,0.115,,3428,81,1113,90349,,0.0005,0.372,22087.0,,,
,48.2,-12.5,0.112,,3432,81,1115,90572,,0.0005,0.836,22142.0,,,
,49.7,-12.9,0.11,,3436,81,1117,90799,,0.0005,0.699,22199.0,,,
,50.1,-13.3,0.108,,3440,81,1118,91001,,0.0005,0.11,22250.0,,,
,53.2,-13.7,0.103,,3444,81,1121,91538,,0.0005,0.398,22384.0,,,
,54.4,-13.1,0.0989,,3448,81,1124,91948,,0.0005,0.437,22486.0,,,
,56.3,-13.3,0.0959,,3452,81,1126,92254,,0.0005,0.365,22563.0,,,
,56.3,-13.1,0.0938,,3456,81,1128,92465,,0.0005,0.307,22616.0,,,
,56.7,-12.9,0.0916,,3460,82,1129,92691,,0.0005,0.469,22672.0,,,
,57.9,-13.2,0.0886,,3464,82,1131,93004,,0.0005,0.295,22750.0,,,
,58.7,-13.8,0.0862,,3468,82,1133,93244,,0.0005,0.59,22810.0,,,
,61.5,-14.2,0.081,,3472,82,1136,93780,,0.0005,0.3,22944.0,,,
,62.1,-13.6,0.0789,,3476,82,1138,93990,,0.0005,0.598,22997.0,,,
,64.0,-14.0,0.0752,,3480,82,1140,94365,,0.0005,0.205,23091.0,,,
,64.9,-13.8,0.0706,,3484,82,1143,94832,,0.0005,0.716,23207.0,,,
,67.5,-14.1,0.0671,,3488,83,1145,95196,,0.0005,0.716,23298.0,,,
,68.7,-13.9,0.0648,,3492,83,1147,95424,,0.0005,0.317,23355.0,,,
,70.0,-13.9,0.0611,,3496,83,1150,95804,,0.0005,0.445,23450.0,,,
,70.2,-14.1,0.0578,,3500,83,1152,96147,,0.0005,0.368,23536.0,,,
,70.3,-13.9,0.0553,,3504,83,1154,96402,,0.0005,0.59,23600.0,,,
,70.3,-13.7,0.0536,,3508,83,1155,96567,,0.0005,0.35,23641.0,,,
,72.9,-13.5,0.0499,,3512,83,1158,96949,,0.0005,0.406,23737.0,,,
,74.4,-13.1,0.0465,,3516,83,1160,97291,,0.0005,0.266,23822.0,,,
,72.3,-12.9,0.0458,,3520,83,1161,97369,,0.0005,0.127,23842.0,,,
,72.3,-12.9,0.0447,,3524,83,1162,97482,,0.0005,0.305,23870.0,,,
,73.3,-13.1,0.0427,,3528,83,1164,97681,,0.0005,0.843,23920.0,,,
,73.4,-12.9,0.0404,,3532,83,1166,97916,,0.0005,0.465,23978.0,,,
,73.4,-12.7,0.0382,,3536,84,1168,98143,,0.0005,0.269,24035.0,,,
,74.4,-12.5,0.0353,,3540,84,1170,98440,,0.0005,0.618,24109.0,,,
,71.9,-12.5,0.0324,,3544,84,1172,98730,,0.0005,0.331,24182.0,,,
,72.0,-12.3,0.0283,,3548,84,1174,99152,,0.0005,0.264,24287.0,,,
,71.8,-12.1,0.0255,,3552,84,1176,99439,,0.0005,0.934,24359.0,,,
,71.5,-12.3,0.0238,,3556,84,1178,99613,,0.0005,0.443,24403.0,0.0,0.0,0.0
,74.0,-11.9,0.02,,3560,84,1181,100089,,0.0005,0.843,24522.0,,,
,75.9,-11.9,0.02,,3564,84,1183,100591,,0.0005,0.271,24647.0,,,
,79.8,-11.8,0.02,,3568,85,1187,101224,,0.0005,0.203,24805.0,,,
,77.4,-11.1,0.02,,3572,85,1189,101522,,0.0005,0.274,24880.0,,,
,81.2,-11.6,0.02,,3576,85,1192,102111,,0.0005,0.487,25027.0,,,
,79.4,-11.4,0.02,,3580,85,1194,102305,,0.0005,0.331,25076.0,,,
,78.7,-11.8,0.02,,3584,85,1196,102704,,0.0005,0.126,25175.0,,,
,80.1,-11.8,0.02,,3588,86,1199,103204,,0.0005,0.165,25300.0,,,
,84.8,-12.2,0.02,,3592,86,1203,103904,,0.0005,0.0994,25475.0,,,
,82.6,-12.0,0.02,,3596,86,1205,104067,,0.0005,0.101,25516.0,,,
,85.0,-12.0,0.02,,3600,86,1208,104648,,0.0005,0.0323,25661.0,,,
,84.5,-12.0,0.02,,3604,86,1210,104852,,0.0005,0.514,25712.0,,,
,87.7,-11.7,0.02,,3608,86,1212,105336,,0.0005,0.43,25833.0,,,
,88.7,-11.7,0.02,,3612,87,1215,105820,,0.0005,0.196,25954.0,,,
,89.5,-11.7,0.02,,3616,87,1218,106237,,0.0005,0.41,26059.0,,,
,101.0,-12.2,0.02,,3620,87,1224,107514,,0.0005,0.264,26378.0,,,
,103.0,-12.2,0.02,,3624,87,1226,107801,,0.0005,0.355,26450.0,,,
,106.0,-12.0,0.02,,3628,88,1228,108272,,0.0005,0.177,26567.0,,,
,107.0,-12.2,0.02,,3632,88,1230,108569,,0.0005,0.376,26642.0,,,
,107.0,-12.6,0.02,,3636,88,1232,108803,,0.0005,0.408,26700.0,,,
,109.0,-13.3,0.02,,3640,88,1235,109365,,0.0005,0.489,26841.0,,,
,109.0,-13.1,0.02,,3644,88,1237,109667,,0.0005,0.405,26916.0,0.0,0.0,0.0
,111.0,-13.7,0.02,,3648,88,1241,110242,,0.0005,0.324,27060.0,,,
,113.0,-13.5,0.02,,3652,89,1243,110778,,0.0005,0.307,27194.0,,,
,118.0,-13.4,0.02,,3656,89,1247,111416,,0.0005,0.348,27353.0,,,
,117.0,-13.9,0.02,,3660,89,1249,111781,,0.0005,0.345,27445.0,,,
,115.0,-13.7,0.02,,3664,89,1252,112083,,0.0005,0.192,27520.0,,,
,113.0,-13.5,0.02,,3668,89,1254,112529,,0.0005,0.157,27632.0,,,
,112.0,-13.5,0.02,,3672,89,1256,112745,,0.0005,0.316,27686.0,,,
,110.0,-13.9,0.02,,3676,89,1258,113101,,0.0005,0.386,27775.0,,,
,119.0,-13.6,0.02,,3680,90,1263,114167,,0.0005,0.628,28041.0,,,
,119.0,-13.2,0.02,,3684,90,1266,114607,,0.0005,0.541,28151.0,,,
,117.0,-13.1,0.02,,3688,90,1268,114889,,0.0005,0.169,28222.0,,,
,113.0,-12.7,0.02,,3692,90,1270,115209,,0.0005,0.378,28302.0,,,
,117.0,-12.1,0.02,,3696,90,1273,115804,,0.0005,0.836,28450.0,,,
,116.0,-11.7,0.02,,3700,91,1276,116297,,0.0005,0.0533,28574.0,,,
,121.0,-11.4,0.02,,3704,91,1280,116996,,0.0005,0.52,28748.0,,,
,122.0,-11.0,0.02,,3708,91,1283,117538,,0.0005,0.12,28884.0,,,
,125.0,-12.2,0.02,,3712,91,1287,118275,,0.0005,0.179,29068.0,,,
,125.0,-12.2,0.02,,3716,92,1289,118746,,0.0005,0.52,29186.0,,,
,115.0,-11.7,0.02,,3720,92,1292,119062,,0.0005,0.408,29265.0,,,
,120.0,-11.4,0.02,,3724,92,1295,119816,,0.0005,0.311,29453.0,0.0,0.0,0.0
,129.0,-11.0,0.02,,3728,93,1302,121153,,0.0005,0.343,29788.0,,,
,136.0,-11.3,0.02,,3732,93,1306,122161,,0.0005,0.353,30040.0,,,
,139.0,-11.0,0.02,,3736,93,1309,122743,,0.0005,0.285,30185.0,,,
,138.0,-10.1,0.02,,3740,93,1312,123174,,0.0005,0.363,30293.0,,,
,144.0,-10.0,0.02,,3744,94,1317,124105,,0.0005,0.579,30526.0,,,
,142.0,-9.37,0.02,,3748,94,1319,124408,,0.0005,0.16,30601.0,,,
,146.0,-9.41,0.02,,3752,94,1324,125346,,0.0005,0.447,30836.0,,,
,142.0,-9.37,0.02,,3756,94,1326,125603,,0.0005,0.741,30900.0,,,
,140.0,-8.75,0.02,,3760,94,1327,125739,,0.0005,0.876,30934.0,,,
,152.0,-9.47,0.02,,3764,95,1334,127258,,0.0005,0.836,31314.0,,,
,155.0,-9.7,0.02,,3768,95,1337,128015,,0.0005,0.225,31503.0,,,
,159.0,-9.34,0.02,,3772,95,1341,128642,,0.0005,0.308,31660.0,,,
,162.0,-8.97,0.02,,3776,96,1344,129284,,0.0005,0.442,31820.0,1.0,0.0,0.0
,164.0,-9.59,0.02,,3780,96,1350,130568,,0.0005,0.232,32141.0,,,
,177.0,-9.92,0.02,,3784,97,1357,132258,,0.0005,0.201,32564.0,,,
,177.0,-9.92,0.02,,3788,97,1359,132616,,0.0005,0.565,32653.0,,,
,182.0,-9.97,0.02,,3792,97,1363,133428,,0.0005,0.162,32856.0,,,
,183.0,-10.4,0.02,,3796,98,1367,134064,,0.0005,0.206,33015.0,,,
,186.0,-10.8,0.02,,3800,98,1371,134913,,0.0005,0.422,33228.0,,,
,189.0,-10.4,0.02,,3804,98,1376,135903,,0.0005,0.224,33475.0,,,
,188.0,-10.8,0.02,,3808,98,1378,136321,,0.0005,0.437,33580.0,,,
,194.0,-10.3,0.02,,3812,99,1384,137634,,0.0005,0.455,33908.0,,,
,195.0,-10.3,0.02,,3816,99,1387,138258,,0.0005,0.155,34064.0,,,
,194.0,-10.5,0.02,,3820,99,1389,138414,,0.0005,0.414,34103.0,,,
,196.0,-11.3,0.02,,3824,100,1394,139452,,0.0005,0.33,34362.0,0.0,0.0,0.0
,192.0,-11.7,0.02,,3828,100,1398,140382,,0.0005,0.164,34595.0,,,
,187.0,-10.8,0.02,,3832,100,1401,140847,,0.0005,0.199,34711.0,,,
,192.0,-10.9,0.02,,3836,100,1406,141940,,0.0005,0.0766,34984.0,,,
,198.0,-10.9,0.02,,3840,101,1411,142993,,0.0005,0.114,35248.0,,,
,196.0,-11.1,0.02,,3844,101,1414,143726,,0.0005,0.302,35431.0,,,
,200.0,-11.8,0.02,,3848,101,1418,144445,,0.0005,0.498,35611.0,,,
,205.0,-12.9,0.02,,3852,102,1424,145863,,0.0005,0.552,35965.0,,,
,212.0,-13.0,0.02,,3856,102,1429,146846,,0.0005,0.368,36211.0,,,
,216.0,-13.2,0.02,,3860,102,1431,147298,,0.0005,0.0259,36324.0,,,
,207.0,-12.1,0.02,,3864,103,1434,147952,,0.0005,0.304,36487.0,,,
,217.0,-13.0,0.02,,3868,103,1442,149760,,0.0005,0.224,36939.0,0.0,0.0,1.0
,217.0,-13.8,0.02,,3872,104,1445,150311,,0.0005,0.223,37077.0,,,
,218.0,-14.0,0.02,,3876,104,1449,151066,,0.0005,0.412,37266.0,,,
,214.0,-14.0,0.02,,3880,104,1453,151929,,0.0005,0.382,37482.0,,,
,201.0,-13.6,0.02,,3884,104,1456,152354,,0.0005,0.287,37588.0,,,
